Location,Date,Average temperature,Lowest temperature,Highest temperature,Precipitation,Wind speed,Dew point,Relative humidity,Vapor pressure,Spot atmospheric pressure,Sea-level pressure,Duration of bright sunshine,Solar radiation quantity,Maximum depth of snow cover,Maximum depth of new snowfall,Amount of cumulus,Amount of middle and lower cloud,Average temperature of ground,Total large evaporation,Toal low evaporation
108,2018-04-01,15.6,11.7,18.5,,1.5,9.7,68.8,12.3,1006.3,1016.4,1.3,7.25,,,9.1,7.9,14.3,1.6,2.3
108,2018-04-02,18.4,14.9,23.7,,1.9,11,64,13.1,1005.4,1015.5,5.6,14.14,,,6.1,6.1,17.8,3.1,4.4
108,2018-04-03,17.8,14.9,21.2,0.1,2.1,12.6,72.9,14.7,1006.4,1016.5,0.8,6.88,,,9.1,8.8,17.2,1.6,2.3
108,2018-04-04,13.4,9.5,18.2,18.5,1.9,6.7,67,10.1,1007.4,1017.7,8,19.56,,,6.1,4,15.9,3.6,5.1
108,2018-04-05,7.6,6.7,9.5,10.5,2,6,90.6,9.4,1005.7,1016.1,0,2.15,,,9.9,8.3,8.9,0.5,0.8
108,2018-04-06,5.8,3,8.6,6.5,3.1,0.7,71.6,6.7,1001,1011.5,4,11.19,,,8.9,7.8,8.7,2,2.9
108,2018-04-07,4.2,1.4,8.6,0.2,4.1,-7.3,45.5,3.7,1003.4,1014,9,18.24,,,5.1,3.3,6.2,3.2,4.6
108,2018-04-08,3.9,0.6,7.9,3,1.8,-4.1,59.6,4.7,1004.7,1015.3,3.3,7.93,,,6.1,5.3,5.2,1.2,1.7
108,2018-04-09,7.9,0.1,15.4,,1.1,-2,57.9,5.4,1007.5,1017.9,9.5,21.52,,,2.6,1,10,3.2,4.6
108,2018-04-10,15.1,6.9,21.9,5,3.5,4.3,51,9,1000,1010,6.3,17.52,,,6.3,3.1,13,4.3,6.2
108,2018-04-11,12.6,8.7,17.3,,3,0.9,49.4,6.9,1000.8,1011,11.8,24.86,,,2.6,1.8,15.1,4.9,7
108,2018-04-12,13.3,6.8,19.6,,2.6,-5.3,30.5,4.3,1007.7,1018,12,24.56,,,1.3,0,13.6,5.8,8.3
108,2018-04-13,14.6,8.3,19.3,,1.3,-6.9,22.9,3.7,1011.8,1022,2.7,12.68,,,8.9,7,12.1,3.2,4.6
108,2018-04-14,9,7.5,14.8,9,1.8,5.1,78.8,8.9,999.5,1009.8,0.3,3.49,,,8.9,6.6,9.4,0.9,1.3
108,2018-04-15,9.5,5.6,14.2,,2.4,3.1,65.5,7.6,1002.3,1012.7,8.6,17.29,,,3.1,3.1,11.4,2.7,3.8
108,2018-04-16,11.6,4.9,18.8,,1.6,-1.8,41.9,5.4,1009.3,1019.6,12.3,24.79,,,1,0,13.3,4.6,6.6
108,2018-04-17,12.9,6.8,20.1,,1.9,-1.7,37.9,5.4,1009.5,1019.8,12.2,24.03,,,0.9,0,14.2,5.1,7.4
108,2018-04-18,12.4,6.2,19.3,,1.9,-3.3,35.4,4.9,1007.4,1017.7,12,25.09,,,0.4,0,16.2,5.3,7.5
108,2018-04-19,14,7.4,20.5,,1.9,-0.8,38.8,5.9,1007.8,1018,11.4,22.36,,,0,0,17.5,4.8,6.8
108,2018-04-20,18.4,11,26.3,,1.3,5.8,46,9.3,1009.3,1019.4,11.3,22.68,,,0.5,0,20.6,4.9,7
108,2018-04-21,18.7,12.3,25.6,,1.9,-1.2,32,6,1008.1,1018.2,12.4,26.14,,,3.4,0.3,21.4,6.4,9.2
108,2018-04-22,15.5,10.7,21,15.5,1.1,6.1,57.4,9.7,1007.9,1018.1,0,5.09,,,9.5,6.5,14.4,1.3,1.8
108,2018-04-23,9.3,8.4,10.7,59,2.2,8.3,93.9,10.9,1005,1015.4,0,2.59,,,10,8,9.9,0.7,1
108,2018-04-24,12.1,8.9,16.1,3,1.4,4.8,63.3,8.8,1001.6,1011.9,0,10.14,,,8,6.3,12.6,2,2.9
108,2018-04-25,14.6,5.7,23.3,,1.5,-0.7,37.8,5.9,1003.2,1013.3,12.4,24.97,,,0.8,0,16.1,5.3,7.5
108,2018-04-26,14.9,10,22.1,,2.1,4.3,51.9,8.3,1003.7,1013.9,11.7,21.87,,,3.9,0,17.9,4.5,6.5
108,2018-04-27,15.7,9.7,23.3,,1.7,5.5,52.9,9.1,1004.2,1014.3,11.3,22.9,,,0.1,0.1,19.3,4.4,6.2
108,2018-04-28,15.4,10.5,21.7,,2,3.4,49,8,1006.2,1016.3,12.4,26.04,,,0,0,20,5.7,8.1
108,2018-04-29,16.2,9.4,22.9,,1.9,2.7,43.1,7.4,1003.4,1013.5,11.6,24.5,,,2.4,0,20.5,5.2,7.5
108,2018-04-30,19.2,14.1,25,,1.6,11.3,61.6,13.6,1004.4,1014.4,9.2,20.74,,,5.5,4.5,23,3.8,5.4
108,2018-05-01,20.4,17.8,23.3,0,1.5,15.2,72.8,17.3,1003.5,1013.4,3.2,12.42,,,8.5,6,23.5,2.2,3.2
108,2018-05-02,15.1,8.7,19.7,12,1.9,13.5,90.4,15.8,994.9,1004.9,0,2.47,,,9.9,7.1,16,1,1.4
108,2018-05-03,11.2,6.9,14.7,1,2.7,3.8,62.4,8.1,997.4,1007.6,8.2,12.18,,,3.6,3.3,11.4,2.5,3.6
108,2018-05-04,14.1,8.8,20,,2.7,1.8,45.5,7,1001.5,1011.6,12.4,27.26,,,1.4,0,17.9,5.6,7.9
108,2018-05-05,18.3,11.6,24.6,,2.6,6.1,46.8,9.6,1004.7,1014.7,11,22.26,,,6,1,20.4,4.5,6.5
108,2018-05-06,16.6,15,20.7,22,1.1,14.1,86.4,16.1,997.7,1007.7,3.2,9.31,,,9.3,4.5,17.2,1.7,2.4
108,2018-05-07,19.2,14,25.5,,1.2,10.1,60.3,12.5,996.5,1006.4,7.1,17.7,,,6,2.5,18.4,3.9,5.5
108,2018-05-08,17.5,11.6,22.9,,1.7,6.8,50.9,10,1003.9,1014,11.3,23.25,,,3,0.8,21.3,4.2,6.1
108,2018-05-09,15.7,9.2,21.8,,1.7,5,50.4,8.8,1010.6,1020.8,12.6,26.77,,,0.1,0.1,21.7,5.1,7.3
108,2018-05-10,15.4,11.3,21.4,,2.3,8.9,67.4,11.5,1012.1,1022.3,12.3,26.53,,,3.1,2.3,22.5,4,5.8
108,2018-05-11,16.1,11.9,21.3,,1.8,7.6,59.8,10.5,1008.2,1018.3,5.3,18.7,,,9.5,7.4,21,3.3,4.8
108,2018-05-12,14.2,11.8,16.1,32,0.9,12.3,89.3,14.4,999.8,1009.9,0,1.32,,,10,8.5,14.6,0.5,0.7
108,2018-05-13,15.8,12.7,20,0.5,1.9,12.5,82.5,14.5,998.3,1008.3,6.9,16.37,,,5.3,5.3,18.4,2.6,3.8
108,2018-05-14,18.2,11.9,24.5,,1.4,12.4,71.4,14.5,1001.3,1011.4,7.2,19.19,,,6.6,5.6,21.2,3.4,4.9
108,2018-05-15,23.2,15.4,29.3,0,1.1,13.3,56.4,15.5,1000,1009.8,8.9,21.18,,,8.5,2.3,25.3,3.9,5.6
108,2018-05-16,22.3,21.8,24.4,45,1.9,21.1,93.8,25.1,995.1,1004.9,0,1.6,,,10,9,21.6,0.5,0.8
108,2018-05-17,20.9,18.8,23.5,83,1.4,20.4,97,24,994,1003.8,0,3.96,,,10,8.5,21.2,0.8,1.2
108,2018-05-18,16.3,12.2,19.3,6.5,1.3,13.9,86.8,16.3,996.2,1006.2,0.4,5.64,,,8.3,8,18.2,1.5,2.2
108,2018-05-19,17.6,10.3,24.7,,1.5,5.6,47.5,9.1,1005.9,1016,12.7,29.13,,,0,0,21.2,5.3,7.6
108,2018-05-20,17,11.5,22.6,,1.4,-0.2,32.1,6.1,1009.2,1019.3,4.2,14.42,,,4.6,0.8,16.9,3.9,5.5
108,2018-05-21,17.8,11.3,23.7,,1.4,4.7,43.9,9.1,1007.9,1018,8.8,24.59,,,3.9,1.9,21.8,4.4,6.3
108,2018-05-22,18.1,15.4,23.2,12.5,1.1,13.4,75.5,15.5,1002,1012,2.7,10.87,,,9,4.8,19,2.2,3.1
108,2018-05-23,17.3,13.6,23.3,6.5,2.5,7.7,57.1,10.7,998.4,1008.4,12.7,29.2,,,1.4,1.1,21.9,5.6,8
108,2018-05-24,18.3,11.2,23.7,,2.2,6.2,47.4,9.6,999.5,1009.4,12.5,27.02,,,0.5,0,22.1,5.8,8.2
108,2018-05-25,19.7,13.8,26.2,,1.8,6.9,47.4,10.1,998.5,1008.4,12.1,25.48,,,3.4,0,23.1,5.4,7.8
108,2018-05-26,21.8,14,29.6,,1.4,10,50.1,12.3,998.8,1008.6,12.6,26.86,,,1,0,26.3,5.7,8.2
108,2018-05-27,20.3,17.3,24.7,,1.7,8.3,47.4,11,1000.4,1010.3,4.7,17.12,,,7.3,2.8,23.6,4,5.7
108,2018-05-28,22.3,16.2,29.1,,1.6,11,49.8,13.2,999.9,1009.7,12.5,26.49,,,3.8,1.5,27.9,5.3,7.6
108,2018-05-29,21.4,19.1,25.9,1,1.8,15.3,69.3,17.5,1001.2,1011,3.4,13.34,,,9.4,7.6,25.2,2.6,3.7
108,2018-05-30,20.2,15.8,24.7,0,1.9,14.1,69.8,16.2,1000,1009.9,9.8,21.67,,,4.6,3.9,24.8,4.4,6.3
108,2018-05-31,20.9,14.2,27.6,,1.9,11.8,58.9,13.9,1001.4,1011.3,12.9,26.94,,,0.9,0.9,28.3,5.4,7.7
108,2018-06-01,23.8,17.5,30.2,,1.9,12.1,50.4,14.1,1004.7,1014.5,12.9,27.94,,,0,0,30.6,6.5,9.3
108,2018-06-02,23.4,17.6,30.1,,2,9.6,44.5,12,1005.1,1014.9,12.8,28.49,,,1.4,0,30.8,7,10
108,2018-06-03,24,16.9,30.8,,1.6,8.1,39.4,10.8,1003,1012.8,12.9,27.18,,,4,0,31,6.6,9.4
108,2018-06-04,22.6,18.9,27.5,,1.9,11.3,50.1,13.6,1002.6,1012.4,9.2,21.13,,,7.9,3.6,27.4,4.7,6.7
108,2018-06-05,23.7,17.7,29.2,,1.7,12.7,52.5,14.7,1001.6,1011.4,11.4,24.35,,,1.4,0.9,30.7,5.4,7.8
108,2018-06-06,23,18.4,27.9,,2,15.2,62.9,17.4,1002.1,1011.9,12.7,26.6,,,1,0.5,30.9,4.9,7.1
108,2018-06-07,22.2,17.8,29.4,,2,15.7,69.3,17.9,1001.7,1011.6,9.4,24.04,,,4.5,2.4,30,4.7,6.7
108,2018-06-08,21.9,18.5,27,,2.1,15.3,68,17.5,998.8,1008.7,7.1,18.52,,,5.5,5.5,31.1,3.7,5.3
108,2018-06-09,23.7,18.9,30.1,0.5,1.4,14.9,60.6,17,997.1,1006.8,7.9,20.24,,,6.6,3,29.7,4.1,5.8
108,2018-06-10,21.3,18.3,24.9,0.5,1.4,12.9,59.9,14.9,994.7,1004.5,1.4,12.82,,,9.5,3.6,23.7,3.2,4.5
108,2018-06-11,20.2,18,23.9,5,1.4,13.5,67.3,15.7,990.9,1000.7,3.3,11.27,,,8.5,5.9,24.5,2.4,3.4
108,2018-06-12,21.3,16.6,27.1,0,1.7,14,65.5,16,993,1002.8,12.1,23.45,,,4.5,3.9,26.2,4.4,6.3
108,2018-06-13,22,18.3,27,0,1.5,14.7,64,16.7,996.2,1006,4.9,15.75,,,7.4,4.3,25.3,2.8,4.1
108,2018-06-14,21.6,18.8,25.1,29,1.1,16.6,74.9,19,997.7,1007.5,1.4,10.34,,,9.5,6,22.7,2.3,3.3
108,2018-06-15,21.7,17.2,27,16.5,1.4,13.1,60.8,15.2,1001,1010.8,9.8,23.64,,,6.1,4.5,24,4.7,6.7
108,2018-06-16,22.5,16.3,28.7,,1.4,12.9,56.4,15.1,1002.1,1011.9,13,28.06,,,0.8,0.3,26.8,5.3,7.5
108,2018-06-17,22.8,18.9,27.5,,1.3,16.1,66.9,18.2,1000.3,1010.1,2.4,14.78,,,7.8,0,25.3,3.2,4.5
108,2018-06-18,24.8,19.9,30.8,,1.5,14.4,54.9,16.4,996.9,1006.6,12.6,26.17,,,3.6,0.6,30.4,5.4,7.7
108,2018-06-19,22.4,19.1,27.2,,1.8,14.2,61.3,16.2,994.8,1004.6,3.1,17.65,,,8.1,2.6,26.4,3.7,5.2
108,2018-06-20,22.7,19.1,28.4,,2.3,16.1,68.1,18.3,994,1003.8,10.2,24.52,,,5.4,4.6,28.9,5.1,7.3
108,2018-06-21,23.7,19.4,28.7,,2.2,14.9,60.1,17,997.1,1006.8,12.6,28.21,,,3,2.6,32.2,6.1,8.7
108,2018-06-22,25,18.2,32,,1.8,10.4,45.1,12.9,998.3,1008,12.4,27.4,,,5.1,0,30.6,6.6,9.4
108,2018-06-23,24.5,20.9,28.9,,2,12.9,50.6,15.3,994.8,1004.4,8.5,22.19,,,8,0.8,30.7,5,7.1
108,2018-06-24,25.2,20.1,32.1,,1.9,16.3,62.8,18.8,998.1,1007.8,11.1,25.7,,,4,2,32.8,5.8,8.3
108,2018-06-25,27.1,21.3,32.9,,1.2,17,57.1,19.5,1000.2,1009.9,7.8,20.44,,,7.9,0.6,31.7,4.3,6.1
108,2018-06-26,22.3,20.2,26.9,71.5,2.4,19.9,88.3,23.5,993.7,1003.4,0,1.29,,,10,6.8,22.5,0.6,0.9
108,2018-06-27,22.3,19.1,25.5,1,2,18.9,81.9,21.8,992.3,1002.1,2.9,13.56,,,8.8,7.5,23.7,2.7,3.9
108,2018-06-28,23.3,20.6,27.3,26.5,1.1,20.5,85.1,24.1,989.6,999.3,1.9,9.31,,,9.5,8.4,24.5,1.7,2.4
108,2018-06-29,24.7,21.9,29.1,6.5,1.5,20.4,78.5,24,993.1,1002.8,8.4,18.79,,,7.3,4.8,26.6,3.4,4.9
108,2018-06-30,24.4,21.6,27.9,14.5,0.9,21.4,83.8,25.5,999.6,1009.3,0.5,8.76,,,9.1,5.6,24.7,1.6,2.3
108,2018-07-01,21.9,21,22.8,83.5,0.8,20.9,94.6,24.8,999.3,1009.2,0,2.09,,,9.9,6.8,22.2,0.5,0.8
108,2018-07-02,22.6,20.6,25.3,59.5,0.7,21.8,95.4,26.1,997.5,1007.3,0.1,4.73,,,9.6,7.5,23.5,1.2,1.7
108,2018-07-03,27.4,22.5,32.6,0.1,0.8,22,74.4,26.4,990.1,999.7,10.1,22.88,,,6,3.9,29.1,4.6,6.6
108,2018-07-04,27.3,24,31.8,,1.7,21,69.6,24.9,988.1,997.6,8.4,22.43,,,7.1,2.5,30,4.4,6.3
108,2018-07-05,25.3,23.4,29,0.5,1.2,19.9,72.8,23.4,993.3,1003,1.7,10.88,,,8.6,7.1,27,2.6,3.8
108,2018-07-06,23.9,21.5,27.1,,1.8,15,57.8,17.1,998.2,1008,2.6,15.83,,,8.5,7.3,27,3.8,5.5
108,2018-07-07,23.7,19.5,29.2,,1.6,12.9,51.4,14.9,1000.3,1010.1,,27.32,,,3.6,1.5,30.9,5.3,7.6
108,2018-07-08,23.3,17.7,28.1,,1.5,12.5,51.5,14.6,1002.4,1012.2,9.5,23.98,,,7,0.5,29.8,4.4,6.4
108,2018-07-09,20.8,20.1,24.2,14,1.1,17.4,82.3,20,1004.9,1014.9,0,4,,,9.9,5.9,22.4,0.8,1.2
108,2018-07-10,23.7,20.4,26.5,16.5,0.7,21.4,87.8,25.6,1004.4,1014.2,0,5.92,,,9.8,6.5,23.9,1.2,1.7
108,2018-07-11,26.8,24.4,29.5,3,1.3,23.4,82.9,28.9,1004.9,1014.6,0.1,8.74,,,9.6,7.3,26.9,2.1,3
108,2018-07-12,26.6,25.1,28.2,1,1.5,23.2,82.4,28.5,1003.4,1013.2,1.1,9.92,,,7.5,6.4,27,2.1,3
108,2018-07-13,27.3,24.7,30.9,,1.8,22.2,74.8,26.8,1002.4,1012,7,15.6,,,6.4,6.4,28.9,3.3,4.7
108,2018-07-14,27.9,24.6,31.9,0,1.9,21.5,69.6,25.7,1001.4,1011.1,11.3,21.51,,,5,5,30.6,4.4,6.2
108,2018-07-15,28.3,24.5,33.2,,1.6,21.8,69.6,26.2,1002.3,1011.9,11,22.91,,,2.6,2.6,32.6,4.9,7
108,2018-07-16,28.7,24,34,,1.7,20.7,64.3,24.4,1002.4,1012,12.9,26.67,,,0.4,0.3,33.4,6,8.5
108,2018-07-17,28.1,23.9,32.1,,1.7,20.9,66.5,24.7,1002.2,1011.8,13,25.57,,,1.3,1.3,34.3,5.2,7.4
108,2018-07-18,28.2,23.7,33.2,,1.6,20.4,64.8,24.1,1001.9,1011.5,13,25.14,,,0.8,0.6,34.2,5.6,8
108,2018-07-19,28.7,23.2,34.1,,1.6,20.5,64.1,24.3,1001.1,1010.7,12.9,27.8,,,0.1,0.1,35.6,6,8.6
108,2018-07-20,29.5,24.6,34.7,,1.5,21.1,62.6,25,999.4,1009,12.9,25.73,,,0.4,0.4,35.7,5.6,8.1
108,2018-07-21,30.6,24.9,36.9,,1.5,19.3,53.6,22.5,999,1008.5,12.9,26.62,,,0.3,0,36.1,6.4,9.2
108,2018-07-22,31.8,25.3,38,,1.4,19.3,49.6,22.4,998.6,1008.1,12.2,25.51,,,3.5,0.8,37.3,6.4,9.1
108,2018-07-23,31.7,29.2,35.7,,1.8,21,53.8,25,999,1008.5,8,18.94,,,7.9,3.6,37.1,4.7,6.7
108,2018-07-24,31.4,27.2,36.8,,1.6,22.3,59.5,27,997.4,1006.9,10.2,18.42,,,4.4,3.6,35.8,4.5,6.4
108,2018-07-25,30.1,27.7,34.1,,2.4,22.9,66.3,28,997.5,1007,5.2,14.36,,,6.3,6.1,36.1,3.5,4.9
108,2018-07-26,30.1,27.3,33.7,,1.5,23.6,68.8,29.1,997.5,1007,4.4,12.21,,,5.8,5.8,32.7,3,4.4
108,2018-07-27,30.9,27.2,35.4,,1.9,24.3,69.3,30.3,997.2,1006.7,9.3,19.29,,,2.3,2,36.2,4.3,6.1
108,2018-07-28,29.5,28,35.2,7.5,1.2,25,77.1,31.6,996.1,1005.6,3.4,9.59,,,5.5,4.4,30.1,2.4,3.5
108,2018-07-29,31.3,26.4,36.7,,1.2,19.7,52.4,23.1,994.2,1003.6,12.3,22.33,,,2.4,2.1,32.2,5.4,7.8
108,2018-07-30,31.7,26.2,36.9,,1.2,20,50.9,23.4,994.3,1003.8,11,19.68,,,3.1,3.1,34,4.5,6.5
108,2018-07-31,32.6,27.8,38.3,,1.5,20.5,50.5,24.2,994.7,1004.2,12,24.5,,,2.8,2.8,38.8,5.8,8.3
108,2018-08-01,33.6,27.8,39.6,,1.7,22.9,55.5,28,993.4,1002.8,12.6,25.69,,,0.8,0.8,40.1,6.6,9.4
108,2018-08-02,33.7,30.3,37.9,,1.6,22.9,54.4,28,995.6,1005,9.8,18.58,,,4,2,36.8,4.8,6.8
108,2018-08-03,33.1,30,37.9,,1.9,22.6,55.3,27.4,997.4,1006.8,10.5,21.09,,,1,1,39.3,5.4,7.8
108,2018-08-04,31.1,28,34.9,,2.4,22.2,60.6,26.9,998.2,1007.7,12.1,20.45,,,3.4,3.4,37.8,4.8,6.9
108,2018-08-05,30,27.2,33.9,2,2.6,24,71.8,29.9,997.6,1007.1,10.1,20.62,,,6.5,5.9,34.9,4.6,6.6
108,2018-08-06,30.5,28.3,35.3,6.5,1.6,24.6,71.6,30.9,996.8,1006.4,7.3,17.86,,,7.6,6.9,31.4,4.2,6
108,2018-08-07,30.5,26.8,35.9,,1.5,22.5,63.4,27.3,997.2,1006.7,8.5,15.62,,,3.6,3.3,29.7,3.7,5.3
108,2018-08-08,31,27.6,35.3,,2.1,23,64.8,28.2,996.8,1006.3,10.8,20.59,,,3,2.9,35.5,5,7.1
108,2018-08-09,28.8,27.1,32.5,2,1.5,24.1,76.3,30,994.5,1004.1,2.6,11.11,,,7.3,2.6,32.5,2.5,3.6
108,2018-08-10,30.7,25.7,36.8,,1.4,21.8,60.9,26.1,993.6,1003,11.4,21.85,,,3.5,2.6,32.7,5.2,7.5
108,2018-08-11,31,26.4,36,,1.5,20.7,55.8,24.5,995.3,1004.8,11.5,21.37,,,2.9,2.1,36.3,5,7.2
108,2018-08-12,30.6,27.2,35.3,5,1.5,21.8,61.3,26.3,997.4,1006.9,8.4,18.23,,,6.5,4.6,34.7,4,5.7
108,2018-08-13,30.5,26.7,34.4,1,1.4,23.7,68.6,29.3,1000.4,1009.9,6.3,12.29,,,7.3,3.1,29.9,3.1,4.4
108,2018-08-14,31.7,27.7,37.2,,1.3,22,58.3,26.5,1000,1009.6,9.5,18.37,,,6.9,2.4,34.7,4.4,6.3
108,2018-08-15,31.7,28.3,38,1,1.2,22.3,59.5,27,997.3,1006.8,9.5,18.41,,,6.4,2.5,34,4.3,6.1
108,2018-08-16,29.9,24.1,35.6,,1.7,18.2,51,21.3,999.6,1009.1,11,24.88,,,3.3,1.4,35.5,6.5,9.3
108,2018-08-17,27.2,21.7,33.8,,1.8,11.7,39.8,13.8,1002.4,1012.1,12.4,26.23,,,0,0,34.6,6.2,8.9
108,2018-08-18,26.7,21.5,32.1,,1.4,13.1,44.6,15.2,1001.1,1010.8,10.9,23.27,,,5,0.1,34.1,4.9,7
108,2018-08-19,28.2,23,34.4,,1.2,16.4,50.6,18.7,999.8,1009.4,7.9,19.79,,,7.9,2.8,34.4,4.5,6.4
108,2018-08-20,29.1,25.1,33.3,0,2,19.1,55.6,22.1,995.3,1004.8,6,15.07,,,8.4,4,32.7,4.3,6.1
108,2018-08-21,26.6,23.4,31,5,2.5,20.7,71.4,24.4,993.9,1003.5,6.8,12.86,,,6.3,4.4,27,2.9,4.2
108,2018-08-22,30.7,23.4,37.6,,1.1,19.6,54.1,22.8,994.7,1004.2,10.5,22.27,,,4.5,2.8,34.6,5,7.2
108,2018-08-23,29.4,25.7,32.2,3,1.7,20.3,59.1,23.9,990.2,999.6,1.7,9.3,,,9.5,6.3,31.5,2.5,3.5
108,2018-08-24,24.4,23.2,26.3,7.5,2.5,21.8,86.3,26.2,987.5,997.1,0,5.69,,,9.6,6.8,24.7,1.7,2.4
108,2018-08-25,25.2,22.7,29.3,,2.6,18.6,68,21.5,999.2,1008.9,7.2,16.21,,,7,4.9,25.6,3.7,5.3
108,2018-08-26,23.2,20.3,29,2,1.2,17,70,19.4,1002,1011.8,5.1,13.54,,,6.4,4.9,24.3,2.4,3.5
108,2018-08-27,22.7,20.2,24.9,19.5,0.8,21.1,91,25,1001.6,1011.4,0,7.84,,,8.9,6.9,24.4,1.4,2
108,2018-08-28,23.7,22.5,26.1,96.5,0.9,22.4,92.4,27.1,1001.5,1011.3,0,4.42,,,9,7.3,24.4,1,1.5
108,2018-08-29,25.2,22.7,27.4,42,2.4,22.5,86,27.3,999.1,1008.7,0.1,2.75,,,10,8.4,24.8,1,1.4
108,2018-08-30,25.3,23.9,28.2,9.5,1.8,21.6,80.9,25.9,999.2,1009,1.9,8.74,,,9.4,6.8,25.8,2.1,3
108,2018-08-31,25.6,22.8,30.3,0.1,1.6,18.5,67.4,21.4,1000.3,1010,10.1,22.17,,,4.5,2.3,27.2,4.7,6.7
108,2018-09-01,25.5,20.8,30.9,,1.3,16.4,59.4,18.7,1001.5,1011.2,10.6,21.01,,,1.5,1.5,26.5,4.5,6.4
108,2018-09-02,25.1,20.1,29.6,,1.5,15.3,55.8,17.6,999.2,1009,9.2,20.34,,,5.5,1.8,28.4,3.9,5.6
108,2018-09-03,23.3,21.4,25.8,34.5,1,20.5,85.3,24.1,991.9,1001.6,0,3.36,,,9.8,7.3,24.3,1,1.4
108,2018-09-04,23.2,20,27.8,,2.2,16.7,69.4,19.2,988,997.7,11,21.64,,,5.1,3.4,24,4.5,6.5
108,2018-09-05,24,19.6,28.5,,2.5,16,63.5,18.3,992.9,1002.6,11.8,22.46,,,1.9,1.9,24.8,4.9,7
108,2018-09-06,24.1,20.9,28.2,1,2,17.9,69.9,20.5,994.2,1003.9,2.2,11.03,,,7.9,4.5,24.7,2.9,4.2
108,2018-09-07,22,19.1,25.5,0.5,2.5,11.9,54.6,14.2,995.7,1005.5,10.9,19.58,,,4.9,1.9,23.3,4.4,6.3
108,2018-09-08,21.7,15.9,27.7,,1.7,9.9,48.8,12.2,1003.5,1013.4,11.7,22.75,,,0.3,0.3,24.5,4.9,7.1
108,2018-09-09,22.2,15.6,28.9,,1.2,10.2,49,12.5,1006.4,1016.3,9.9,21.4,,,1.4,1.4,26.4,4.9,7
108,2018-09-10,22.9,18.6,28.4,,1.6,11.5,49.5,13.5,1010.6,1020.5,10.3,19.84,,,2.4,2.4,26.2,4.2,5.9
108,2018-09-11,21.6,16.8,26.1,,1.5,9.9,48.1,12.3,1010.8,1020.7,8.4,17.85,,,7.5,2.3,24.5,3.8,5.4
108,2018-09-12,22.8,16.8,28.2,,1.4,12.1,52,14.3,1008.1,1018,11.3,20.39,,,4.1,0.8,26.8,4,5.7
108,2018-09-13,23.5,20.3,28.3,,1.2,15.9,63.5,18.1,1007,1016.8,5,12.93,,,7.9,1.3,27.2,2.6,3.8
108,2018-09-14,23.5,20.3,26.8,0.5,1.3,16.7,66.9,19,1005.6,1015.4,1.6,9.8,,,8.3,4.5,25.4,2.1,3.1
108,2018-09-15,23.3,21,26,0.2,1,18.7,76,21.6,1004.4,1014.2,0.8,7.44,,,9.8,5.4,24,1.6,2.2
108,2018-09-16,22.2,21,23.9,2,1.7,19.2,83.6,22.2,1005.4,1015.3,0,6.44,,,10,6.5,23.2,1.6,2.4
108,2018-09-17,22.3,18.5,27.7,0.1,1.9,14.5,64.3,16.7,1007,1016.9,10.8,20.42,,,5.3,1.6,25.8,4.2,6
108,2018-09-18,22,17.7,26.5,,1.2,13.4,59.8,15.4,1006.6,1016.5,7.9,15.85,,,8.3,6.4,25.5,3.3,4.7
108,2018-09-19,22.1,18.9,26.6,0.2,1,13.4,59.1,15.4,1004.1,1014,2.1,10.66,,,9.5,6.5,24.4,2.3,3.3
108,2018-09-20,19,17.8,20.1,5,1.8,15.8,82.4,18,1000.7,1010.6,0,4.08,,,10,7.8,19.8,1,1.4
108,2018-09-21,19.4,17.6,21.9,18,1.3,16.9,85.8,19.2,1000.3,1010.2,0.6,6.31,,,9.3,8.3,20.8,1.3,1.8
108,2018-09-22,20.8,17.2,25.5,6.5,1.8,12.2,62.3,14.6,1004.6,1014.5,10.8,19.06,,,2.1,1.6,21.1,4.2,6.1
108,2018-09-23,19.4,15.6,25.3,0,1.6,8.9,52.9,11.6,1005.8,1015.8,7.4,14.77,,,4.4,3.5,19.9,3.7,5.3
108,2018-09-24,17.6,14.2,22.1,,2.1,5.9,48.3,9.4,1008.7,1018.8,11,20.96,,,1.1,0,19.3,4.5,6.4
108,2018-09-25,17.8,10.8,24.3,,1.1,5.8,48,9.3,1009.5,1019.6,10,20.19,,,2.1,0,19.8,4.1,5.8
108,2018-09-26,19.4,16.2,24.8,,1.7,7.7,47.9,10.6,1009.8,1019.8,8.4,17.06,,,5,0.6,21.8,3.8,5.4
108,2018-09-27,18.9,13.2,25,,1.3,7.2,47.6,10.2,1008.9,1018.9,10.3,18.26,,,0.9,0.9,20,3.4,4.9
108,2018-09-28,17.5,14.3,22.2,,1.2,9.1,58.1,11.6,1008.5,1018.6,3.5,8.76,,,6.1,3.8,18.6,1.9,2.8
108,2018-09-29,20.2,14.6,27,,1,10.3,55.5,12.6,1003.9,1013.9,10.8,19.37,,,0.4,0.4,21.9,3.5,5
108,2018-09-30,17.6,14,21.6,,2.3,7,52.5,10.4,996.1,1006.1,10.4,16.95,,,0.6,0.5,21.2,4.2,6
108,2018-10-01,15.4,13,19.7,0,2.9,6.1,55.1,9.5,997.9,1008,7.9,15.1,,,4.5,3.1,19,3.1,4.4
108,2018-10-02,15.9,10.3,22,,1.6,7.9,61.4,10.7,1007.1,1017.3,10.8,18.84,,,0.5,0.5,19.4,3.6,5.1
